,H,F(H)
0,4.775006992733141,127.21558287275523
1,4.934173892490913,127.0678222595038
2,5.093340792248684,126.99122409806309
3,5.252507692006455,126.97837892703672
4,5.411674591764227,127.02279054939329
5,5.570841491521998,127.11874259093625
6,5.730008391279769,127.26118758892983
7,5.889175291037541,127.44565431307973
8,6.048342190795312,127.66816993099403
9,6.207509090553083,127.92519432933834
10,6.3666759903108545,128.2135644430171
11,6.525842890068626,128.5304468665155
12,6.685009789826397,128.8732973525267
13,6.8441766895841685,129.23982606436198
14,7.00334358934194,129.62796765627377
15,7.162510489099711,130.03585542170708
16,7.321677388857482,130.4617988827404
17,7.480844288615254,130.9042643015604
18,7.640011188373025,131.36185768210106
19,7.799178088130796,131.8333099011343
20,7.958344987888568,132.31746366636025
21,8.117511887646339,132.81326204695608
22,8.27667878740411,133.31973836160347
23,8.435845687161882,133.83600724180747
24,8.595012586919653,134.3612567156048
25,8.754179486677424,134.89474117954808
26,8.913346386435196,135.4357751459446
27,9.072513286192967,135.98372766838483
28,9.231680185950738,136.53801736213518
29,9.39084708570851,137.09810794742955
30,9.55001398546628,137.66350425341525
